valor,codigo
HOSPITAL UNIVERSITARIO RISOLETA TOLENTINO NEVES,0027863
MATERNIDADE E HOSPITAL OCTAVIANO NEVES,0027871
HOSPITAL MATERMED LTDA,0027898
MATERNIDADE SANTA FE,0027944
HOSPITAL ORTOPEDICO,0027960
HOSPITAL BELO HORIZONTE,0027979
HOSPITAL DA POLICIA MILITAR,0027987
HOSPITAL MATER DEI SA,0027995
HOSPITAL ARAPIARA,0028037
UNIDADE DE SAUDE PRAIA DO SUA,0028177
PA DR CESAR VAZ DE CARVALHO,0028452
UBS PERNAMBUES EDSON T BARBOSA,0028460
UNIDADE DE EMERGENCIA DE SAO MARCOS,0028568
US 277 CAPS ESPERANCA,0028657
UNIDADE BASICA PADRE TEODORO ARNDS,2000016
UNIDADE MISTA DE RODRIGUES ALVES,2000024
HOSPITAL DR ABEL PINHEIRO MACIEL FILHO,2000083
HOSPITAL DR SANSAO GOMES,2000121
HOSPITAL DE DERMATOLOGIA SANITARIA DE CRUZEIRO DO,S2000172
SANTA CASA DE MISERICORDIA DE CRUZEIRO DO SUL,2000180
HOSPITAL GERAL DE CRUZEIRO DO SUL,2000296
HOSPITAL INFANTIL IOLANDA COSTA E SILVA,2000385
HOSPITAL EPAMINONDAS JACOME,2000393
CENTRO DE SAUDE SOUZA ARAUJO,2000520
HOSPITAL GERAL DE FEIJO,2000636
HOSPITAL DR ARY RODRIGUES,2000725
MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODO,R2000733
UNIDADE MISTA ANA NERY,2000822
HOSPITAL DE SAUDE MENTAL DO ACRE HOSMAC,2000857
HOSPITAL JOAO CANCIO FERNANDES,2000865
UNIDADE MISTA DE MANOEL URBANO,2000970
HOSPITAL DR MANOEL MARINHO MONTE,2000997
UNIDADE MISTA DE ASSIS BRASIL,2001020
CENTRO DE SAUDE ACRELANDIA,2001071
HOSPITAL DE CLINICAS RAIMUNDO CHAAR,2001500
HOSPITAL GERAL DE CLINICAS DE RIO BRANCO,2001578
FUNDACAO HOSPITAL ESTADUAL DO ACRE,2001586
UNIDADE MISTA FRANCISCO BRAZ,2001594
CENTRO DE SAUDE PAULO ALCIONE MARQUES,2001772
CENTRO DE SAUDE PADRE ALFREDO NUS,2001802
HOSPITAL SANTA JULIANA,2002078
U S F FRANCISCO TAVARES DE SOUZA,2002930
HOSPITAL PORTUGAL RAMALHO,2003368
HOSPITAL MUNICIPAL DE VICOSA,2003570
SEMEP,2003732
SANTA CASA DE MISERICORDIA DE PENEDO,2003775
UNIDADE DE EMERGENCIA DE PENEDO,2003791
UNIDADE MISTA MARIA LOUREIRO CAVALCANTE,2003856
CASA MATERNAL FREI DAMIAO,2003910
HOSPITAL REGIONAL DR ARSENIO MOREIRA SILVA,2004259
CASA MATERNAL SAO SEBASTIAO,2004380
UNIDADE MISTA DR EZECHIAS DA ROCHA,2004488
CENTRO DE SAUDE SAO SEBASTIAO,2004534
CENTRO DE SAUDE DR JOSE GONCALVES,2004704
HOSPITAL AFRA BARBOSA,2004976
CASA DE SAUDE E MAT N SRA DE FATIMA LTDA,2005026
HOSPITAL REGIONAL DE ARAPIRACA,2005050
REAL HOSPITAL SANTA MARIA,2005360
MEMORIAL SAO LUCAS,2005387
CHAMA,2005417
ESCOLA DE 1 GRAU POMPEU SARMENTOUNID AMB ESPECIALI,D2005700
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,2006197
HOSPITAL MONTE CRISTO,2006251
CLINICA INFANTIL SANTA MARIA SOCIEDADE CIVIL LTDA,2006286
CLINICA GURI,2006294
CASA DE SAUDE SANTO ANTONIO,2006340
HOSPITAL SANATORIO,2006359
CLINICA FREI DAMIAO,2006375
CLINICA DE REPOUSO DR JOSE LOPES DE MENDONCA,2006383
CASA DE SAUDE MIGUEL COUTO,2006391
CASA DE SAUDE E MATERNIDADE NOSSA SR DE FATIMA,2006405
CASA DE SAUDE E CLINICA DE REPOUSO ULYSSES PERNAMB,U2006413
HOSPITAL ORTOPEDICO DE MACEIO,2006421
HOSPITAL DO ACUCAR,2006448
HOSPITAL MEMORIAL ARTHUR RAMOS,2006472
HOSPITAL GERAL DO ESTADO DR OSVALDO BRANDAO VILELA,2006510
CENEFROM,2006960
SANTA CASA DE MACEIO,2007037
CENTRO DE SAUDE LUIZA OLIVEIRA SURUAGY,2007266
UNIDADE MISTA N S DAS DORES,2007401
CASA MATERNAL DE INHAPI,2007584
CENTRO DE SAUDE DRDENISSON DE MENEZES,2007606
CENTRO DE SAUDE DE JUNDIA,2007614
CENTRO DE SAUDE JOSE MOREIRA DA SILVA,2007916
UNIDADE MISTA SENADOR RUI PALMEIRA,2007967
HOSPITAL JOAO LIRA FILHO,2008106
CENTRO DE SAUDE DR JOSE LOBO FERREIRA,2008157
HOSPITAL DARCY VARGAS ATALAIA,2008289
UNIDADE DR CARLOS GOMES DE BARROS,2008300
UNIDADE DE SAUDE DA FAMILIA DE PORTO DE PEDRAS,2008661
MINI PRONTO SOCORRO DENILMA BULHOES,2008742
MINI PRONTO SOCORRO ASSIS CHATEAUBRIAND,2008750
MINI PRONTO SOCORRO DOM MIGUEL FENELON CAMARA,2008769
MINI PRONTO SOCORRO DRJOAO FIREMAN,2008785
HOSPITAL JOSE AUGUSTO,2008858
HOSPITAL ESCOLA DR JOSE CARNEIRO,2008998
HOSPITAL LUIZ ARRUDA,2009161
UNIDADE MISTA ANA ANITA GOMES FRAGOSO,2009242
MATERNIDADE ESCOLA SANTA MONICA,2009250
HOSPITAL MUNICIPAL MANOEL SCTEXEIRA,2009528
CASA MATERNAL DENILMA BULHOES,2009625
PAM DIQUE ESTRADA,2009811
CLINICA INFANTIL DE AL DRA DAISY BREDA,2009900
SANTA CASA DE MISERICORDIA DE SAO MIGUEL DOS CAMPO,S2010151
CARVALHO BELTRAO SERVICOS DE SAUDE LTDA,2010356
UNIDADE MISTA DR AUGUSTO DIAS CARDOSO,2010380
HOSPITAL REGIONAL SANTA RITA E MATERNIDADE SANTA O,L2010631
UMS ELPIDIO CAVALCANTE DE ALBURQUERQUE,2010887
HOSPNOSSA SENHORA DE LOURDES E MAT ARMANDO LAGES,2011166
UNIDADE DE VIGILANCIA A SAUDE,2011255
LABORATORIO NOSSA SENHORA DA PENHA,2011581
UNIDADE ANTONIO VIEIRA FILHO,2011689
UBS DE SAO RAIMUNDO,2011751
UNIDADE MISTA DE SAO SEBASTIAO DO UATUMA,2011859
UNIDADE MISTA DE JUTAI,2011875
UNIDADE MISTA DE MANAQUIRI,2011891
UNIDADE MISTA DE NOVA OLINDA DO NORTE,2011905
UNIDADE MISTA DE BARREIRINHA,2012022
HOSPITAL E P S DA CRIANCA ZONA LESTE,2012030
UNIDADE MISTA DE BORBA,2012383
PRONTOCORD,2012464
PRONTO SOCORRO DA CRIANCA ZONA SUL,2012472
MATERNIDADE MUNICIPAL DR MOURA TAPAJOZ,2012480
UNIDADE MISTA DE BOCA DO ACRE,2012499
UNIDADE MISTA DE TAPAUA,2012553
UNIDADE MISTA DE LABREA,2012618
FUNDACAO CECON,2012677
FUNDACAO HOSPITAL ADRIANO JORGE,2012685
SPA JONVENTINA DIAS,2012766
UNIDADE MISTA DE TONANTINS,2012804
UNIDADE MISTA DE IRANDUBA,2012839
SERVICO DE PRONTO ATENDIMENTO FREI VALERIO DI CARL,O2012898
SERVICO DE PRONTO ATENDIMENTO BALBINA MESTRINHO,2012995
MATERNIDADE DA ALVORADA,2013029
UNIDADE MISTA DE AUTAZES,2013045
UNIDADE MISTA DE MANACAPURU,2013258
FUNDACAO HEMOAM,2013274
UNIDADE MISTA DE APUI,2013282
UNIDADE MISTA HOSPITALAR GAMA E SILVA,2013320
UNIDADE MISTA DE JAPURA,2013495
HOSPITAL DA AERONAUTICA DE MANAUS,2013509
UNIDADE MISTA DE ITAMARATI,2013568
CAIC MOURA TAPAJOS,2013592
FMT AM,2013606
UNIDADE MISTA DE IPIXUNA,2013614
HOSPITAL PRONTO SOCORRO 28 DE AGOSTO,2013649
SERVICO DE PRONTO ATENDIMENTO MJ PM SALVIO BELOTA,2013886
UNIDADE MISTA DE MANICORE,2014688
SERVICO DE PRONTO ATENDIMENTO ARTHUR VIRGILIO FILH,O2014742
UNIDADE MISTA DE BARCELOS,2015242
SERVICO DE PRONTO ATENDIMENTO PONTA NEGRA,2015293
UNIDADE BASICA DE SAUDE LINDALVA DAMASCENO,2015463
HOSPITAL DE GUARNICAO DE TABATINGA,2016125
UNIDADE MISTA DE TEFE,2016141
CENTRO DE SAUDE IRMA ADONAI,2016176
CLINICA MATERNO INFANTIL PLANALTO LTDA,2016192
UNIDADE MISTA DE SILVES,2016249
UNIDADE MISTA DE BOA VISTA DO RAMOS,2016354
UNIDADE MISTA DE EIRUNEPE,2016397
UNIDADE MISTA DE CANUTAMA,2016419
SPA ZONA SUL,2016435
UNIDADE MISTA DE UARINI,2016443
UNIDADE MISTA DE SANTA ISABEL DO RIO NEGRO,2016478
UNIDADE MISTA DE NHAMUNDA,2016540
UNIDADE MISTA DE URUCURITUBA HOSPITAL SILVERIO TUN,D2016567
UNIDADE MISTA DE BERURI,2016605
UNIDADE MISTA DE AMATURA HOSP FREI ROBERTO SAN SEV,E2016648
UNIDADE HOSPITALAR DE CAAPIRANGA,2016656
UNIDADE MISTA DE ATALAIA DO NORTE,2016672
HOSPITAL PADRE COLOMBO,2016893
UNIDADE MISTA DE ITACOATIARA,2016923
UNIDADE MISTA DE BENJAMIN CONSTANT,2016974
UNIDADE MISTA DE HUMAITA,2017016
SAMEL,2017199
HOSPITAL ADVENTISTA DE MANAUS,2017245
MATERNIDADE CIDADE NOVA DNAZIRA DAOU,2017318
UNIDADE BASICA DE SAUDE EUDOCIA DE OLIVEIRA DA SIL,V2017342
UNIDADE BASICA DE SAUDE FRANCISCO FERREIRA DE ATHA,Y2017369
ICAM,2017431
UNIDADE MISTA DE CARAUARI,2017555
HOSPITAL UNIVERSITARIO GETULIO VARGAS,2017644
UNIDADE MISTA DO CASTANHO HOSPITAL DEOCLECIO DOS S,A2017652
UNIDADE MISTA DE MARAA,2017660
UNIDADE MISTA DE ANAMA,2017679
SPA COROADO,2017687
UNIDADE MISTA DE FONTE BOA,2017717
INSTITUTO DE MEDICINA INTENSIVA LTDA,2017741
UNIDADE MISTA DE ALVARAES,2017768
HOSPITAL MATERNIDADE UNIMED,2017792
HOSPITAL INFANTIL DR FAJARDO,2017849
SPA DO ALVORADA,2017873
UNIDADE MISTA DE ITAPEACU,2017911
UNIDADE MISTA DE GUAJARA,2017997
CHECKUP CLINICA DO CORACAO,2018004
CLINICA SAO LUCAS,2018012
INCOR AM,2018020
HOSPITAL SANTA JULIA,2018055
HOSPITAL E P S DA CRIANCA ZONA OESTE,2018071
HOSPITAL PORTUGUES,2018098
HOSPITAL GERALDO DA ROCHA,2018101
UNIDADE MISTA DE SAO PAULO DE OLIVENCA,2018128
HOSPITAL REGIONAL DE COARI PREF DR ODAIR CARLOS GE,R2018136
UNIDADE MISTA DE MAUES,2018144
COMPLEXO HOSPITALAR FLEMING,2018152
CENTRO DE SAUDE SANTO ANTONIO DO ICA,2018187
HOSPITAL E MATERNIDADE SANTO ALBERTO LTDA,2018365
UNIDADE DE URGENCIA UNIMED,2018373
UNIDADE MISTA DE PAUINI,2018381
HOSPITAL UNIVERSITARIO FRANCISCA MENDES,2018403
CLINICA RENAL DE MANAUS,2019345
HOSPITAL JOAO DA SILVA BASTOS,2019523
MATERNIDADE BALBINA MESTRINHO,2019558
HOSPITAL CHAPOT PREVOST,2019566
HOSPITAL E P S DR JOAO LUCIO P MACHADO,2019574
HOSPITAL PSIQUIATRICO EDUARDO RIBEIRO,2019590
UNIDADE MISTA DE NOVO ARIPUANA,2019604
COORDENADORIA DE VIGILANCIA SANITARIA,2019620
SES AP HOSPITAL DA CRIANCA E DO ADOLESCENTE,2019647
SES AP UNID MISTA DE SAUDE DE FERREIRA GOMES,2019663
SES AP UNID MISTA DE TARTARUGALZINHO,2019671
SES AP UNID MISTA DE SAUDE DE AMAPA,2019701
SES AP UNID MISTA DE SAUDE DE CALCOENE,2019728
PMPG UMS DE PORTO GRANDE,2019736
SES AP HOSPITAL DA MULHER,2020068
SES HOSPITAL ESTADUAL DE LARANJAL DO JARI,2020076
PM VITORIA DO JARI UNIDADE MISTA DE SAUDE,2020149
SES AP UNID MISTA DE SAUDE DE MAZAGAO,2020165
PMM U B S DR RUBIM B ARONOVITCH,2020580
SES AP HOSPITAL DE CLINICAS DOUTOR ALBERTO LIMA,2020645
SES AP HOSPITAL DE EMERGENCIA,2020653
PM VIJ POSTO DE SAUDE BEIRA RIO,2020688
PMP POSTO DE SAUDE DE PRACUUBA,2020726
PMP POSTO DE SAUDE DO CUJUBIM,2020734
PMP POSTO DE SAUDE DO BREU,2020742
HOSPITAL ESCOLA SAO CAMILO E SAO LUIS,2020890
PM STN UBS JARDIM PARAISO,2020963
PM CUT CS CUTIAS DO ARAGUARI,2021021
SES AP HOSPITAL ESTADUAL DE SANTANA,2021064
APIO AP POLO BASE DE SAUDE INDIGENA MANGA,2021137
PMPBA UBS DE PEDRA BRANCA DO AMAPARI,2021218
PM ITA UB SAUDE DE ITAUBAL,2021293
SES AP UNID M S DE SERRA D0 NAVIO,2021382
APITU AP POLO BASE POSTO DE SAUDE INDIGENA ARAMIRA,2021412
SES AP UNID MISTA DE SAUDE DO OIAPOQUE,2021463
HOSPITAL DE VILA AMAZONAS,2021765
HOSPITAL UNIMED,2021811
PMC POSTO MUNICIPAL DE SAUDE DO LATAIA,2021951
INCOR INSTITUTO DO CORACAO DO AMAPA,2022133
CLINICA DA MULHER,2022141
CSII CENTRO DE SAUDE DE CAJURU,2022451
MATERNIDADE DE CAMPINAS,2022621
HOSPITAL IRMAOS PENTEADO,2022648
CENTRO DE SAUDE BARAO GERALDO,2022664
CENTRO DE SAUDE JARDIM AURELIA,2022672
CENTRO DE SAUDE SOUSAS,2022702
CENTRO DE SAUDE JARDIM ESMERALDINA,2022796
CENTRO DE SAUDE BOA VISTA,2022826
PRONTO ATENDIMENTO VILA PADRE ANCHIETA,2022877
CENTRO DE SAUDE PEDRO DE AQUINO NETO,2022931
CASA DE CARIDADE SAO VICENTE DE PAULO,2023016
HOSPITAL EVANGELICO SAMARITANO DE CAMPINAS,2023148
HOSPITAL MUNICIPAL WALTER FERRARI,2023474
HOSPITAL E MATERNIDADE ALVARO RIBEIRO,2023520
PRONTO ATENDIMENTO SAO JOSE,2023571
CENTRO DE SAUDE SAO JOSE,2023628
HOSPITAL BENEFICENTE SANTA GERTRUDES,2023644
SANTA CASA DE MISERICORDIA DE ITATIBA,2023709
HOSPITAL MUNICIPAL DR AMADEU PAGLIUSO,2023865
UBS MARIA FRANCISCA DE MELO,2023962
PRONTO ATENDIMENTO MOREIRA CESAR,2024160
PRONTO SOCORRO MUNICIPAL ROMULO FONSECA GUIMARAES,2024373
PRONTO SOCORRO MUNICIPAL ARNALDO DE FIGUEIREDO FRE,I2024381
HOSPITAL E MATERNIDADE DR ADONIRAN CORREIA CAMPOS,M2024438
HOSPITAL E MATERNIDADE DE ASSIS,2024624
HOSPITAL UNIMED DE LIMEIRA,2024632
SANTA CASA,2024691
HOSPITAL E MATERNIDADE NOSSA SENHORA DA AJUDA,2024756
SANTA CASA DE MISERICORDIA SAO JOSE,2024772
PRONTO SOCORRO MUNICIPAL DE ASSIS,2024950
UBS 1 VILA MENINO JESUS,2025019
CENTRO DE ESPECIALIDADES MOGI MIRIM MOGI MIRIM,2025167
UNIDADE DE SAUDE VILA GUIOMAR,2025329
HOSPITAL ANCHIETA SAO BERNARDO DO CAMPO,2025361
HOSPITAL E MATERNIDADE SANTA ISABEL DE JABOTICABAL,2025477
HOSPITAL DAS CLINICAS UNIDADE CLINICO CIRURGICO,2025507
HOSPITAL DAS CLINICAS UNIDADE MATERNO INFANTIL,2025523
SANTA CASA DE SANTOS,2025752
HOSPITAL ANA COSTA DE SANTOS,2025760
PRONTO SOCORRO MUNICIPAL DE AVARE,2025884
CENTRO DE SAUDE I DE CATANDUVA,2025906
CENTRO DE SAUDE DO SOLO SAGRADO CATANDUVA,2025981
HOSPITAL POLICLIN DE JACAREI,2026074
HOSPITAL DE CLINICAS ANTONIO AFONSO,2026112
HOSPITAL SANTO ANTONIO,2026392
INC CAMPINAS,2026449
PRONTO ATENDIMENTO MUNICIPAL,2026538
SANTA CASA DE GUARIBA,2026805
AE AMA GUAIANASES,2026996
UBS SANTA BARBARA,2027038
PS MUN DR CAETANO VIRGILIO NETTO,2027100
SANTA CASA DE MISERICORDIA DE ITAPEVA,2027186
CENTRO DE TRATAMENTO BEZERRA DE MENEZES SB DO CAMP,O2027348
HOSPITAL MUNICIPAL UNIVERSITARIO DE SAO BERNARDO D,O2027356
UNIDADE BASICA DE SAUDE AUBERTO CARLOS BOINTONI,2027887
PRONTO SOCORRO ZANAGA,2028050
SANTA CASA DE MISERICORDIA DE MONTE ALTO,2028204
HOSPITAL REGIONAL DE TEODORO SAMPAIO,2028239
UNIDADE BASICA DE SAUDE BRUNO NOVAES BOFETE,2028727
INSTITUTO DE INFECTOLOGIA EMILIO RIBAS,2028840
PS MUN FREGUESIA DO O 21 DE JUNHO,2029189
CENTRO MED SOC COM PEDREIRA DE FREITAS CASSIA COQU,E2029499
UNIDADE MISTA HOSPITALAR DR FAUSTINO DE CASTRO,2029553
MEDICAMP 02 - CAMPINAS,2030004
CS DE ITAJOBI,2030098
PRONTO SOCORRO DE SANTA ALBERTINA,2030128
CS DE SAO FRANCISCO,2030136
UBS NOSSA SRA DAS DORES UBS DR ARLINDO JUSTO BAPTI,S2030241
POSTO DE PRONTO ATENDIMENTO ALFEU RODRIGUES DO PAT,R2030306
CS ALVINLANDIA,2030365
UNIDADE BASICA DE SAUDE DE VILA REZENDE,2030446
UBS DE AURIFLAMA,2030497
CS DE PALMEIRA DOESTE,2030659
COMASA FILOMENA GAZOTTI DE GASPERI CRAVINHOS,2031132
CENTRO DE REABILITACAO DE IPIGUA,2031647
PAM ANTONIO BARADEL CABREUVA,2031779
CAPS III 18 DEMAIO,2031884
CENTRO DE SAUDE DR PLINIO ALBERS DE GALIA,2032007
NEPHRON,2032228
CENTRO DE DOENCAS INFCTO CONTAGIOSAS CEDIC,2032449
P A JARDIM CERVEZAO,2033135
UBS SANTA TEREZINHA DE PIRACICABA,2033151
UBS PSF DR GILSON GIOVANNI,2033186
PRONTO SOCORRO CENTRAL SAO CAETANO DO SUL,2033372
AMB DE ESPECIALIDADES DE MIRASSOL,2033577
CENTRO DE SAUDE DE IBIRAREMA,2033593
UNIDADE DE PRONTO ATENDIMENTO UPA,2033623
PRONTO SOCORRO DO TABOAO,2033739
CENTRO DE SAUDE SANTA LUCIA,2033941
CS DE PARANAPUA,2034220
PRONTO SOCORRO MUNICIPAL,2034441
PRONTO SOCORRO DE PINDORAMA,2034514
CS DE SALES,2034522
UBS DO PARQUE SAO VICENTE,2034646
UPA JARDIM ZAIRA II,2034654
PRONTO ATENDIMENTO DE PALMEIRAS,2034670
CS DE PLANALTO,2034719
INSTITUTO DE HEMODIALISE DE SOROCABA SOROCABA,2034824
UBS DO CIPO EMBU GUACU,2035057
PRONTO SOCORRO MUNICIPAL AKIRA TANIGUCHI DE BASTOS,2035154
PRONTO ATENDIMENTO CIDADE NAUTICA SAO VICENTE,2035278
CENTRO DE SAUDE II DE CANDIDO MOTA,2035340
PRONTO SOCORRO MUNICIPAL DE MOCOCA,2035367
PR S DA FAMILIA UNIDADE DE SAUDE ADALBERTO ROCHA G,U2035855
PRONTO ATENDIMENTO MUNICIPAL ALUMINIO,2035979
UBS JARDIM FLOR DA MONTANHA,2036002
HOSPITAL TEREZA GALLO UCHOA,2036150
UBS I DR ANTONIO JARBAS VEIGA DE BARROSAMERICANA,2036215
UNIDADE BASICA DE SAUDE DA FAMILIA ITAOCA,2036851
PRONTO SOCORRO MUNICIPAL DE ARTUR NOGUEIRA,2037297
UBS VILA ROSA,2037343
USF VILA SAO PEDRO,2037378
UBS JARDIM REPRESA,2037513
UBS VILA UNIAO,2037742
PS MUN AUGUSTO GOMES DE MATOS,2037971
CS III DE MONTEIRO LOBAT0 DR JOAO AURICCHO,2038110
PRONTO SOCORRO MUNICIPAL SANTA LUCIA,2038048
PRONTO SOCORRO RUDGE RAMOS,2038269
PRONTO SOCORRO BAETA NEVES,2038277
HOSPITALZINHO DE AGUAS DE SAO PEDRO,2038307
CS DE PALESTINA,2038404
CS DE VALENTIM GENTIL,2038420
UNIDADE MISTA MUNICIPAL SAO JUDAS TADEU IPERO,2038447
CARDIOCENTRO TAUBATE,2038927
PRONTO SOCORRO MUNICIPAL DE SUZANO,2039001
PRONTO SOCORRO E AMBULATORIO ESPECIALIDADES MEDICA,2039028
CENTRO DE SAUDE DE ANALANDIA,2039095
CS DE ICEM,2039133
UBS SANTA FELICIA PS DR BENJAMIM LOPEZ OZORES,2039427
CENTRO DE SAUDE VISTA ALEGRE,2039656
SANTA CASA DE ATIBAIA,2039702
UBS CRUZ DAS POSSES SERTAOZINHO,2039796
HOSPITAL MATERNIDADE JESUS JOSE E MARIA,2040069
UBS JARDIM JACY,2040093
CENTRO DE SAUDE DE BARBOSA,2040379
UBDS DR ITALO BARUFFI CASTELO BRANCO NOVO RIBEIRAO,2040476
PA UBS ATUALPA GIRAO RABELO,2040727
UBS CIDADE ARACY ERNESTO PEREIRA LOPES,2040778
UBS ALVORADA SERTAOZINHO,2040905
PRONTO ATENDIMENTO MUN VALDIR M SAMPAIO I COMPRIDA,2041979
UNIDADE DE PSF I JAIRE IGUAPE,2042045
UNIDADE DE PSF II ITIMIRIN IGUAPE,2042053
UBS II ROCIO IGUAPE,2042088
CS III LAURO TAVARES DE LIMA IPORANGA,2042339
SECAO PRONTO SOCORRO DA ZONA LESTE SEPROS ZL,2042886
SECAO PRONTO SOCORRO CENTRAL SEPROS C,2042894
UBS MASCARENHAS DE MORAES,2043017
PRONTO SOCORRO DE REFERENCIA DE JANJAO,2043580
USAFA PEREQUE,2043963
CS DE GUAPIACU,2044005
CS DE ADOLFO,2044021
PAM MARINHEIRO MARCILIO DIAS IPERO,2044080
UBS JARDIM FORTALEZA,2044188
UBS NELSON BARRIONOVO AMI RIBEIRAO PRETO,2044285
UPA SONIA MARIA,2044501
PRONTO SOCORRO MUNICIPAL DE MIGUELOPOLIS,2044528
CINE,2044544
UNIDADE BASICA DE SAUDE VILA CRISTINA PIRACICABA,2044803
PS INTERMUNICIPAL DE SANTA FE DO SUL,2044854
UBS ALVARENGA,2045176
UBS JARDIM SILVINA,2045303
UBS DEMARCHI,2045354
UBS RIACHO GRANDE,2045389
UBS PAULICEIA,2045435
UBS V ALPINA DR HERMINIO MOREIRA,2045451
PRONTO SOCORRO COHAB II,2045982
UBS BAIRRO DO MATAO DE SUMARE,2046202
CENTRO DE SAUDE DIC III,2046318
PRONTO SOCORRO RIACHO GRANDE,2046407
UBS III NOVA LUZITANIA,2046814
PM 01 VILA MATHIENSEN,2047020
CS DE COSMORAMA,2047330
UNIDADE MISTA SARAPUI,2047454
POSTO MEDICO NATAL DIEGUES DE ESTIVA GERBI,2047462
CENTRO DE SAUDE DE PEREIRAS,2047667
CENTRO DE SAUDE VILA REAL,2047713
PSF SAO JOSE,2047993
IDR INSTITUTO DE DOENCAS RENAIS UNIDADE SAO BERNAR,D2048027
CLINEFRO UNIDADE DE DIALISE SANTA RITA,2048078
CLINICA SAO MIGUEL DE NEFROLOGIA,2048094
UNIDADE MISTA DE PARDINHO,2048183
UBS AEROPORTO I,2049112
CS E PA PARQUE LARANJEIRAS,2049244
CENTRO DE SAUDE CAJURU DO SUL,2049287
UBS JARDIM NOVA CUMBICA,2049570
UBDS DR JOAO BAPTISTA QUARTIM CENTRAL,2049821
UBS JOSE RIBEIRO FERREIRA SAO JOSE,2049856
PRONTO ATENDIMENTO PARQUE DAS BANDEIRAS SAO VICENT,E2050072
UNIDADE BASICA DE SAUDE AGUAS STA BARBARA,2050153
USF JORGE CALIL JD PAVIOTTI,2050463
UBS RITA AUGUSTA REATO CALLEGARI,2050625
CASE NUCLEO DE ATENDIMENTO MULT PROFISSIONAL,2050668
POLICLINICA MUNIC DA EST TURISTICA DE HOLAMBRA,2050935
PRONTO SOCORRO SANTO ONOFRE,2051419
UBS AEROPORTO LIMEIRA,2051591
PRONTO SOCORRO DE AGENOR DE CAMPOS MONGAGUA,2051702
USF DO JARDIM PRIMAVERA,2051737
UBS ELDORADO SAUDE DA FAMILIA,2051761
CS DE ARIRANHA,2051931
UNIDADE INTEGRADA DE SAUDE RIBEIRA,2052067
UNIDADE MUNICIPAL DE PRONTO ATENDIMENTO HUMBERTO C,A2052261
PAM PADRE BENTO,2052288
UBS OSWALDO CRUZ VILA MARIANA,2052369
AMESP HOSP JARAGUA,2052563
UNIDADE MISTA DE SAUDE BARRINHA,2052725
CS DE RIOLANDIA,2052814
POLICLINICA JARDIM SAO JOAO,2053241
UNIDADE DE SAUDE DA FAMILIA BOM SUCESSO ITARARE,2053373
HOSPITAL E MATERNIDADE MORUMBI PRESIDENTE PRUDENTE,2053462
HOSPITAL E MATERNIDADE SAO LUIZ DE PRESIDENTE PRUD,E2053470
HOSPITAL SAO VICENTE DE PAULO,2053500
MATERNIDADE FERNANDO MAGALHAES,2053519
PRONTO SOCORRO MUNICIPAL,2053527
UBS SANTA ANTONIETA,2053772
LABORATORIO DE ANALISES CLINICAS CASELLA SANTA FE,D2054116
PRONTO SOCORRO REGIONAL DE JALES,2054302
UNIDADE DE ATENDIMENTO DE URGENCIAS DR ALFREDO J C,2054728
CENTRO DE SAUDE III LAURA DO VAL CERVI TERRA ROXA,2054949
CS E PA EDEN DE SOROCABA,2055449
CS DE ONDA VERDE,2055600
PRONTO SOCORRO DE PIRANGI,2056186
PRONTO ATENDIMENTO MUNICIPAL DE PANORAMA,2056798
UNIDADE DE SAUDE CAPUAVA,2056836
POLICLINICA CENTRAL DE SERRANA,2056941
CLINICA DE VILA FORMOSA,2057298
SANTA CASA DE MISERICORDIA DE SAO SIMAO,2058243
UNIDADE MISTA DE VISTA ALEGRE DO ALTO VISTA ALEGRE,2058278
HOSPITAL E MATERNIDADE DE NOVA ODESSA,2058308
HOSPITAL MANOEL DE ABREU BAURU,2058332
UNIDADE MISTA DE SAUDE DE QUELUZDR JOAO MONTEIRO D,A2058340
CS DE PARAISO,2058383
HOSP ALBERT EINSTEIN,2058391
UNIDADE MISTA DE SAUDE DE SILVEIRAS,2058405
HOSP DO SERV PUB ESTFCO MORATO DE OLIVEIRA,2058502
PRONTO SOCORRO MUNICIPAL TAMBAU,2058537
HOSPITAL PSIQUIATRICO MAHATMA GANDHI,2058626
CENTRO MEDICO SOCIAL COMUNITARIO JANUARIO TEODORO,D2058715
HOSPITAL PSIQUIATRICO ESPIRITA BEZERRA DE MENEZES,P2058782
HOSPITAL MUNICIPAL DR WALDEMAR TEBALDI,2058790
UBS DR DURVAL GARCIA DE ITAI,2058839
PRONTO SOCORRO MUNICIPAL DE ARACATUBA AIDA VANZO D,O2059320
CENTRO DE SAUDE MUNICIPAL ARACARIGUAMA,2059444
UBS DE POLONI,2060078
PRONTO ATENDIMENTO MUNICIPAL TABATINGA,2060280
PRONTO SOCORRO MUNICIPAL DE ESTANCIA DE CAMPOS DO,J2061244
PAS III DO BAIRRO POZZOBOM VOTUPORANGA,2061252
UPA SAO JOAO,2061562
UNIDADE DE ATENDIMENTO DE URGENCIA DE VILA CRISTIN,A2061724
UNIDADE DE ATENDIMENTO DE URGENCIA NESTOR LONGATTO,2061767
UNIDADE PRE HOSPITALAR ZONA NORTE,2062054
UBS SOIMCO,2062070
UBS MAURICIO ROCHA E SILVA - QUINTINO II,2062216
